x,y
0.7676418,0.42233622
0.9370327,0.330404
0.27408624,-0.44605267
-0.9787758,-0.20493409
-0.1917711,-0.98143965
0.86673576,0.49876755
0.9999997,-0.00070966396
0.69775456,0.45923105
0.96921337,0.24622235
-0.096043736,-0.84098965
0.02957438,0.009774232
-0.4573394,-0.060813636
-0.0075918315,0.04981537
0.5154603,0.7927326
-0.03652742,0.10509954
0.9546182,-0.29783228
-0.20085447,0.40069532
0.959531,0.2667459
0.8730809,0.33288231
0.96723616,0.2538784
-0.29534513,0.2107245
-0.14739677,-0.98907745
0.0076464675,-0.08710912
-0.052559655,0.12323533
-0.28686872,0.55253774
-0.26317275,0.96474874
0.9999999,0.00032190554
0.33606076,0.47235996
0.64413506,0.7649118
0.072684936,-0.026669266
-0.06177465,0.9429414
0.49125335,0.4999235
0.09516069,-0.75087136
-0.5138779,0.47029936
-0.8972693,-0.4414836
-0.124735504,-0.45454472
-0.50714093,-0.4852325
0.30473626,-0.86473316
-0.40209138,0.11431227
0.025438001,0.0347199
0.61862195,0.48572505
0.99688286,-0.074838966
-0.092522666,0.99571055
-0.9298364,-0.36797315
0.6322648,-0.4821888
0.9846067,0.12311117
0.6771417,0.46756905
1.551898e-05,-0.0039393827
-0.043140925,-0.11316361
0.76793736,0.014327695
0.4889483,0.49987784
0.004734752,0.06864644
-0.807758,0.37557763
0.9999991,0.0009449548
-0.002589143,-0.029280359
0.23079737,0.044828884
0.79776347,-0.40166765
0.9349689,-0.35472977
-0.9993434,0.025667679
0.75466657,-0.4302847
-0.15999465,0.6061643
0.04918258,-0.12779199
-0.49238724,-0.5147319
0.7307181,0.68267936
2.3464509e-06,-0.0015318111
-0.8752945,-0.48359025
0.027736941,-0.013416457
-0.9999766,-0.006846056
-0.5611799,-0.2797207
-0.5340401,-0.073829845
0.9999993,-0.001063785
-0.12499898,0.20269886
-0.9994643,-0.032728463
-0.5577653,-0.8299987
8.627489e-05,0.009288027
0.08799894,-0.9961206
-0.0014702177,0.022095965
-0.03138587,0.09811748
0.99994826,-0.0071911425
-0.5606304,0.19767177
0.9941776,0.10775429
-0.07213026,-0.676643
-0.9934415,0.11434155
-0.42248517,0.6193538
0.15314905,-0.3601311
-0.26268092,0.17949943
0.014667142,0.12021654
-0.787498,-0.07161109
0.005242866,0.072217576
1.816277e-06,0.001347692
-0.9981013,-0.06159344
0.1624945,-0.9867095
0.9998548,-0.012048395
0.4628814,0.0392957
-0.17164284,-0.18151002
-0.107515775,0.9942034
0.00038128454,0.019522786
0.0432112,-0.20333222
-0.000914688,-0.017440854
-0.12905,-0.8291747
-0.9999973,0.00230592
-0.5871929,0.80944705
0.99729764,0.073467225
0.94524413,0.32636407
-4.299225e-05,-0.0037853897
0.6824824,-0.6336755
-0.7855166,0.24145052
-0.0012816859,-0.020635638
0.9999958,-0.0028881181
0.36481747,0.48137894
0.98669404,-0.15416865
0.0011535042,-0.033943683
-0.0001240109,-0.006428364
0.5440244,-0.7135684
0.38023177,0.48544368
0.885989,-0.31782457
-0.16541848,0.36569586
0.105401315,-0.3070698
0.78927106,0.61404496
0.0054206466,0.07342522
-1.7625462e-08,-7.664955e-05
0.79262173,0.60971373
0.94403076,0.32319367
-0.9845266,-0.17523521
0.94966245,-0.31327507
0.4963345,0.49998656
0.33553073,-0.47217566
0.1861898,0.38925976
0.9598588,0.19629033
0.91088796,-0.36637676
-0.55340576,-0.35708293
-0.7030832,-0.7111076
0.9997356,-0.02299442
0.99640876,0.08467339
0.002011832,0.0039252834
0.055856306,0.18515366
0.9806091,-0.19597395
0.9292093,-0.3620082
0.531082,-0.49903297
-0.022103455,0.9997557
-0.42549083,-0.09425395
0.08429704,0.27783278
-0.11181253,-0.8355622
-0.4987734,-0.43712252
0.54343504,0.49810982
-0.93648016,-0.35072055
-0.2850498,-0.5743535
0.64443254,0.7112864
0.85497063,0.45816317
0.91583484,0.40155512
0.31726336,-0.46541092
0.00013697844,-0.011702977
-0.999988,0.004894584
-0.80520535,0.5929961
0.07009861,0.25531313
-0.017467996,-0.018581005
0.00018250095,0.013508058
0.0851082,-0.27904263
-0.93952245,-0.34248737
-0.519953,-0.038913537
-0.15062575,0.17727023
-0.99972045,0.023643631
0.022380045,0.029048737
-0.28127816,0.7490223
-0.28092438,-0.17539382
0.13322148,-0.33981395
0.7859093,0.6183418
-0.048556928,-0.119134836
0.3682465,0.9297282
0.074112006,-0.9972499
0.07895862,0.8562332
0.61597353,0.48636422
-0.12632649,0.22912899
0.96842104,0.22243913
-0.5364244,0.08067943
-0.15810592,0.21395814
0.97389674,0.2151336
-0.99987584,0.01575696
0.99240386,0.0868241
0.06998324,0.15699266
0.9883943,-0.15191023
-0.29758045,0.7374263
-0.799565,-0.60057956
-0.06681487,-0.13605596
0.9673743,-0.25335145
0.9543769,-0.20866638
0.9999999,0.00049293187
-0.2479309,-0.9687777
-4.083614e-08,-0.00011667067
0.96787816,0.23823135
0.0001071394,-0.010350262
-0.0054706554,0.042403765
0.5897228,-0.49188396
0.9128233,0.36262137
2.6989522e-13,5.195334e-07
-0.0034551905,-0.033787068
-0.42369774,-0.6178682
-0.4706441,0.044220373
0.6072996,-0.4883511
-0.37965173,-0.13061683
-0.000292241,-0.00986615
0.34638813,0.044882447
-0.9999979,0.0020290837
-0.28893363,0.17320363
0.46643066,0.49887183
-0.33036888,0.7118682
0.15741599,-0.36419252
0.003968379,0.06286995
0.49309453,-0.49995232
0.014419387,0.29137653
-0.3915151,0.9201717
-0.2650162,0.96424395
6.9012017e-06,0.0026270049
0.94730955,-0.30318385
0.043426115,-0.20459212
-0.53885156,0.7163773
0.13138118,0.99133193
0.9948015,-0.07191278
0.9777741,0.20966122
-0.2365173,-0.9002654
0.20748769,-0.9782376
0.9938925,0.077911586
0.08817337,0.8576933
0.036478,0.8721455
-0.0016789372,-0.02360604
-0.05235983,0.29944035
-0.9999437,0.010616166
-0.8716632,-0.34459728
0.9049345,0.40222135
-0.3003782,0.95382017
-0.8687345,-0.32567954
-0.113739364,0.09536725
-6.473372e-05,-0.004644818
0.4097053,-0.9122179
-0.05235983,-0.29944035
-0.9169011,0.39911443
1.5497982e-07,0.00039367474
0.031417616,-0.17444354
-0.9029537,0.42973787
0.62100536,-0.7838063
-0.15238333,0.9883215
0.553396,-0.77261424
0.8313271,0.37446278
-0.14574349,-0.9893224
-0.9371648,-0.3488871
0.5205691,-0.85381955
0.99974704,-0.021336129
0.009066247,0.8404947
-0.16199061,-0.17980541
0.9969859,0.07758272
0.13459514,-0.34129062
0.99729764,-0.073467225
0.5768198,-0.49406347
-0.00013115875,0.0066109705
0.2481876,-0.8738386
0.6206004,0.48523763
0.9734179,-0.22450489
-0.19144535,0.57217216
0.61584634,0.7338199
-0.6734921,-0.23479886
0.9999929,0.0036887547
0.14598735,0.35309353
-0.9978074,-0.0661844
0.5222456,0.722718
1.0,-2.6307247e-05
0.95804435,-0.20048787
-0.39068115,-0.43104646
0.77402055,-0.4182257
-0.98002326,-0.19888291
0.9878615,-0.14729978
0.87833756,-0.45132872
-0.13786492,-0.3080368
0.7552388,-0.6152873
-0.62960905,-0.7769121
0.9261589,-0.2615121
1.0,-2.9589073e-05
0.6658256,0.47170103
-0.9712519,-0.2380541
-0.26758802,-0.32551247
-0.1272889,0.8298495
-0.9091505,-0.41646776
-0.99990696,0.013640464
0.046361193,-0.2102661
-0.09536065,0.43158585
0.8189946,-0.38502267
0.12112074,-0.32626754
0.9159245,-0.27750108
0.36462897,0.48132595
0.8725295,-0.46114618
-0.11978989,-0.00633826
0.23344602,-0.4230236
0.8813207,0.44617176
0.46971223,0.49908182
0.76892877,-0.6246082
-0.123853356,0.17841564
-0.27666938,-0.6089974
-0.77624327,0.29680365
0.54589844,-0.49788886
0.025085043,-0.15638345
0.6601605,0.47365454
0.008762031,-0.09319473
0.22623876,-0.4183955
-0.29309547,-0.17197116
0.9137553,0.28072506
0.99955016,-0.029991064
-0.19240399,0.18385625
-0.00069054984,-0.0020404113
0.95135564,-0.3080949
-0.09387326,0.041439477
-0.69613653,0.51365644
0.3602728,0.8517681
-0.019248702,0.07811256
0.9999991,-0.0013297313
0.22016722,0.41435927
0.062163994,0.99806595
0.045470797,-0.9989657
-0.29771775,0.22376963
0.85068333,-0.4952285
0.01172972,0.10766677
0.045323875,0.20183864
0.15189561,0.880078
-0.5001892,0.0003280507
0.14551942,0.86379594
0.027842723,0.16452205
0.99936426,-0.035651896
0.9996821,-0.017825948
0.5205691,0.85381955
-0.7145456,0.6995889
-0.46505365,0.56107676
0.6259031,-0.48388883
-0.63220125,0.51395077
-0.12712267,-0.7808604
0.95190734,-0.30638608
0.59677035,0.8024121
-0.038414862,0.10749732
0.98731846,-0.11189599
0.07584494,-0.9971196
-0.52248645,0.44091842
0.9924739,0.11614023
-0.9997023,0.024400141
0.6506535,-0.4767636
-0.12689525,-0.23788798
0.5186768,0.49965104
0.5698886,-0.4950915
0.03804814,-0.19131252
0.98386467,-0.16963156
0.3370717,-0.85767794
-0.5593132,-0.3006573
0.00022684304,-0.0009853507
-0.11353067,-0.8349471
0.002204985,-0.04690547
0.9999946,0.0029510038
0.08919364,0.7492165
-0.27760512,0.96069527
0.33499715,0.47198948
-0.27795607,-0.6050451
-0.011421345,0.060796317
0.17756172,-0.38214335
0.95381784,0.3003856
-0.002384491,-0.028106738
-0.21058342,0.27315825
0.0061773728,0.07835313
-0.95345634,0.30153102
0.2988137,-0.45773798
-0.27047715,-0.47954008
0.40400758,-0.49069893
-0.26909342,-0.13176423
0.9803324,-0.13885537
0.97579545,-0.1536837
0.35260302,-0.935773
-0.99999726,0.0023479357
0.997447,0.067739695
-0.3114799,0.72697306
0.9997622,0.015420202
-0.099899344,0.13574468
0.21088895,-0.043985683
0.04279309,0.20239033
0.9999166,0.0091318395
0.8301815,-0.3754733
0.05300333,0.22404012
-0.0798232,-0.020428685
0.8093821,-0.55275446
-0.019704137,-0.011784877
0.89142203,-0.44366288
-0.0009168022,-0.017460952
0.82441056,0.38047048
-0.3438244,-0.7004274
-0.83140594,0.55566555
0.9932528,0.115968935
0.41870326,0.49334657
0.018806659,-0.1358417
-0.9963251,-0.06079932
-0.17229989,-0.37437257
-0.9911671,-0.13261862
0.6757679,0.68718266
-0.1249,0.20049052
-0.44329387,-0.5925553
0.9985962,0.05296786
0.9503489,0.3111863
0.87044185,0.33581665
-0.86280525,-0.5055365
0.9968852,-0.07886635
0.9663913,-0.25707546
-0.999635,0.027016116
0.25056255,0.9681004
0.7301192,-0.6833198
-0.01733502,-0.07431726
2.9760524e-05,-0.0054552397
-0.29851177,-0.17026979
-0.008108355,-0.008652864
-0.106596075,-0.0703913
-0.91812605,0.3962885
-0.24135521,-0.30288106
0.3010542,0.953607
0.23202853,-0.4221271
0.21709573,0.41226834
0.9978627,0.061987683
0.23859724,0.426226
-0.10771384,0.14691173
0.5424827,-0.84006697
-0.15844665,-0.17907737
0.041371696,0.0053523756
1.019123e-05,-0.0031923545
0.9929414,-0.11629148
-0.41839695,-0.10069485
0.20523806,-0.40387547
-0.1284507,-0.35109082
0.06760101,0.019068837
-0.09468642,0.15508059
0.011903071,0.0129713
0.013151104,-0.113921694
0.94136447,0.31936458
0.8380743,-0.3683826
0.9715465,0.23684894
0.2303233,0.9731142
0.6172978,-0.48604652
0.6065098,-0.6824521
-0.06443612,-0.08371589
-0.4891959,0.017712196
-0.39028138,0.6558785
-0.27584285,0.5282774
0.7764345,0.5922087
-0.4650348,-0.8852924
-0.025710871,0.08949569
0.9876002,-0.00019687333
-0.0036291834,0.034619566
-7.7864555e-05,-0.0050940835
-0.117742896,0.16639125
0.7069594,0.6622385
0.1611456,-0.3676652
-0.99980825,-0.019582087
0.99989116,-0.010433165
0.7943567,-0.40417093
-0.1032459,-0.06138537
0.7803916,-0.58771163
0.8771804,-0.48016092
0.9989624,0.045542635
-0.09125338,-0.036864806
-0.15564471,0.7616744
0.0007177627,-0.026781477
-0.11864044,-0.4500819
-0.18723293,-0.9161503
0.4929719,-0.87004524
-0.19726306,0.1841551
-0.286733,0.39545092
0.81072116,0.5854325
0.41456804,0.9100183
-0.33471632,-0.4374429
-0.9872493,-0.15918171
0.34180424,-0.9397712
-0.34369588,-0.1516266
-0.7498775,-0.08978641
-0.56463045,0.82534385
0.003051985,0.055160407
-0.27018714,-0.17795809
0.9870248,-0.14347005
0.0827122,0.11527967
-0.6464198,0.5930076
-0.62386954,-0.2950211
0.78057396,-0.6250635
-0.10966935,-0.16281638
-0.13353471,-0.1824427
-0.7959945,-0.3831699
-0.99993545,-0.011363424
-0.87703055,0.48043466
0.83747816,0.5464708
0.257409,-0.4372066
-0.990133,-0.14013104
-0.11228951,0.08942613
-0.018155565,0.01161765
0.0038266391,0.061741363
0.44720864,0.8230588
-0.16111386,0.012047998
-0.5124274,-0.023100222
0.9431667,0.2315239
0.935362,0.3146918
0.004665184,-0.006353183
0.9924243,-0.12285751
0.733552,-0.6372777
-0.9733738,-0.22922361
0.051517405,0.0012834485
0.9692997,0.17250454
-0.0255827,-0.01188276
-0.027992923,-0.8600967
-0.65051043,0.75949734
-0.42279765,-0.5506337
-0.013615995,0.06618968
-0.99935985,0.035775337
0.5476312,-0.4977261
0.14597696,-0.3530831
-0.08883935,-0.80233115
0.52941495,-0.499134
0.4190319,-0.041878574
0.94636863,0.22528878
0.8431048,0.5069175
0.9999799,-0.006338
0.5586871,-0.032277405
0.09475772,-0.031269066
0.9096402,-0.4067941
0.063470215,-0.17109877
0.954416,-0.20858116
-0.56839335,0.82275695
0.0009798133,0.0006820607
-0.16203557,-0.1798143
0.016079545,0.01059684
0.006321308,-0.07925496
0.99896574,0.032143172
-0.5606188,0.28704163
-0.05484295,-0.125467
-0.26775602,0.5257997
-0.2456215,-0.18223685
0.75599194,0.65458095
0.9908707,0.09511028
-0.12480106,-0.1982819
0.08101319,-0.8772304
0.2917404,0.7726258
0.018470088,-0.010815441
-0.5926946,0.8054273
0.040031265,0.19603255
0.6726862,0.022578785
0.31726336,0.46541092
0.23598847,-0.77259237
-0.035721973,-0.6983353
0.034984525,0.23885073
0.11598121,-0.03486405
0.55294234,0.4971892
-0.23010398,-0.69160575
0.9425706,0.31617597
1.0,2.6307247e-05
-0.3256794,0.7157192
0.35736358,0.47922316
0.93350035,0.33931184
0.9999339,-0.011498047
0.9999565,-0.0065951524
0.038606502,0.19265524
0.99999434,0.00335684
0.9706927,0.23556022
-0.4422862,0.59392107
0.017949464,0.13276777
0.95242214,-0.21287137
0.8593436,0.34766677
0.012320712,0.1103128
0.010529419,-0.1020713
-0.956902,0.290411
0.999997,0.0017314414
-0.30241048,-0.29263285
-0.07559627,-0.14280325
0.21641806,0.9763008
0.076751225,-0.9970503
6.0474107e-05,-4.7096033e-05
-0.7170063,-0.1639237
-0.17717065,-0.23674455
-0.5260415,0.8504589
-0.00041686415,0.0014739997
-0.07422539,-0.8478643
0.7923117,-0.5737805
0.44624212,0.4971017
0.4963345,-0.49998656
-0.0009074091,0.017371481
-0.99923563,0.039091367
0.6625366,0.47284442
0.7227348,0.69112545
0.0009519173,0.030838469
0.99435186,-0.10613399
0.9826989,0.1303908
-0.52863437,0.059435878
0.22602478,0.87630326
0.74897903,-0.43360057
0.97097576,0.239178
-0.9454155,0.32586738
0.60006213,0.48988527
-0.26501122,-0.63726825
-0.06829795,0.015544172
-0.9953357,0.09647196
0.8949596,-0.3066054
8.106185e-06,0.0028471248
1.0,0.00017753444
0.47103208,0.8558883
0.9768761,0.20266016
0.4501875,-0.892934
-0.5189617,-0.036736835
0.42961392,0.9030127
-0.0001564823,-0.0072207972
-0.03135257,-0.0980699
-0.56170046,0.21296565
-0.10032245,-0.15816826
-0.00284191,-0.030666374
-0.31193712,0.7266199
0.15573363,0.76417017
-0.34664756,0.6979506
0.9999773,0.0047677686
-0.791197,0.12453981
0.103366144,0.3044365
-0.45865822,0.88861275
0.418839,0.49336892
1.7901719e-05,-0.0042310045
-0.9944351,-0.1053511
0.48599076,0.8067169
-0.9052811,0.42481297
0.29344708,0.8668771
0.23697749,0.87516236
0.35676518,0.84518224
-9.041127e-06,0.0017359836
0.0018525635,0.04300153
-0.0022273548,0.027170332
0.99999994,-0.00021017724
0.7996934,-0.60040855
0.0023178384,0.048088107
0.009686193,-0.097940646
0.89344245,-0.42434978
0.8526023,0.52256036
0.998345,0.054553885
0.9408171,0.32079953
-0.80430275,-0.59421974
-0.45248264,0.06644648
-0.41708827,-0.10184757
0.91933566,0.27231896
-0.99612635,0.08793334
0.9996247,-0.027394064
0.99992007,-0.011995833
-0.99852866,0.054226175
0.13817458,-0.88002235
-0.27720034,-0.17633128
-0.52526885,0.051144518
-0.13149701,0.35305512
-0.31361803,-0.9495492
-0.4587773,0.5705729
0.78059304,0.41384485
5.304413e-07,-0.0007283138
0.984141,0.1773881
-0.50790256,-0.86141455
0.1797934,-0.38401526
0.9892732,-0.13054554
-0.31361803,0.9495492
0.9994709,-0.03252682
-0.98008645,0.19857132
0.9999964,-0.0018943552
0.91676956,-0.27623022
3.4731216e-05,0.0058932174
-0.0422957,0.112183444
1.0,-6.5768116e-05
-0.0022048173,0.027033303
-0.99897265,0.045317568
0.9475336,0.30265024
0.0014044683,-0.03744991
0.8375362,0.008719478
-0.7316544,-0.13399553
0.9986488,0.036733612
0.026219267,-0.15978679
1.0,-6.578274e-06
0.86927617,0.33709806
-0.388622,0.92139727
-0.3627511,0.9318861
0.0005956836,0.02439936
-0.034431987,-0.10233766
0.9296758,0.34853423
-0.9876626,0.15659694
-0.00452787,-0.03862432
0.9303199,0.3667491
0.082962446,0.27582544
0.9376051,0.34770206
-0.3663319,0.67989355
0.002934962,0.05409573
-0.331322,-0.15754639
-0.053101193,-0.06709712
-0.49740288,-0.5051347
0.43771932,0.040838063
0.7261464,0.6431003
0.99999964,-0.00079783896
0.97196937,0.20981905
0.36387163,0.9314491
0.0405194,-0.21857472
-0.47270718,0.04148099
-0.204004,-0.18441716
0.8750128,-0.33070442
-0.8092667,-0.58744144
0.9919038,0.1245116
0.79255116,0.59601563
0.8820813,-0.4448442
-0.11415486,0.16485074
0.18256879,0.3863126
0.96479946,-0.26298657
-0.17657189,0.18222734
-9.188028e-05,-7.190314e-05
-0.04457282,0.11479318
-0.042495776,-0.99909663
-0.10595156,-0.010273571
-0.101719044,0.6561236
0.40876237,-0.8838355
-0.16652304,-0.18065596
0.24200867,-0.87458783
0.32500094,0.4683752
0.9910738,0.09405608
-0.5378723,0.08501366
0.9999204,-0.012613448
-0.13585988,-0.18552573
0.16020788,-0.040319853
-0.37948155,-0.13073054
0.40597913,-0.8379962
0.99999297,-0.0033568356
-0.3044215,-0.35338768
0.99565375,0.09313242
-0.9954753,-0.095020786
-4.083614e-08,0.00011667067
0.0049335174,-0.07006552
-0.26696828,-0.6331713
0.31708828,-0.46534213
0.7202665,0.44886822
-0.52782553,0.37448528
0.27615935,0.4470966
-0.34444907,0.938805
0.9723232,-0.23363996
-0.25113276,0.66216093
-0.46493924,0.56125313
-0.9988787,-0.047342286
-0.060322244,0.13053244
-1.0,9.6787924e-05
-0.31366122,-0.16491793
0.98239976,0.13149329
1.0,-0.000105182204
-0.036277898,-0.10477631
-0.0012816859,0.020635638
4.6473806e-06,0.0021557733
-0.060119476,-0.13035189
-0.979001,0.14164321
0.9863356,-0.15621544
0.7325531,0.44262743
-0.9978558,-0.065451264
0.00015740834,-0.00012433004
0.026164435,-0.15962411
0.51758426,-0.7916704
0.96180457,0.19166778
0.31038937,-0.9506095
0.9999997,0.00079420186
-0.99737173,-0.07245411
-0.96091664,0.2768379
-0.23327705,0.77940464
-0.8487319,0.52882344
0.87469846,0.33106053
-0.32509336,0.7161957
0.99178517,-0.12791456
-0.06981834,-0.8491654
0.8433361,-0.36348358
-0.13077858,0.2746047
0.63065124,0.7760664
-0.367577,-0.6787029
0.9512162,-0.3023241
0.99999887,-0.0010616527
0.9991019,-0.037896078
0.011178343,-0.009542294
0.99982035,-0.018955022
-0.009893117,-0.05669621
0.89361334,0.44883758
0.82186013,-0.38263047
-0.9942223,0.1073408
0.3120124,0.950078
0.54585826,-0.03330025
0.98086363,-0.13700433
-0.9941301,0.10819146
0.8949596,0.3066054
0.93077505,0.2538363
-0.07125889,-0.1395679
0.997396,-0.07211944
0.02795281,0.25960633
-0.6213096,0.44255844
-0.1122043,-0.934435
0.59627104,-0.8027832
0.841467,0.5403085
0.015362082,0.23938623
0.99240386,-0.0868241
0.9806074,0.19598253
0.28159723,-0.86895156
0.99719656,0.07482704
0.29470462,-0.9555884
-0.68806547,-0.72564864
-0.97020286,-0.24229406
0.98606724,0.11721198
0.7800763,-0.5880722
-0.017907823,0.07547758
-0.50124764,0.49749056
0.98368716,0.12667572
